labels,sector,sector_type,essential,usd_per_ton,output,final_demand,share_exporting_firms,cutoff,supply_data,country,country_ISO
CAN_Fishing,CAN_Fishing,Agriculture,True,,12764269.49826494,1445987.260777505,0.1741226945193755,0,USD,Canada,CAN
CAN_Mining and Quarrying,CAN_Mining and Quarrying,Mining,True,,133526168.56140512,4333839.818477663,0.4162928730070151,0,USD,Canada,CAN
CAN_Food & Beverages,CAN_Food & Beverages,Agriculture,True,,124927523.81081858,58595984.303746656,0.16113802470012628,0,USD,Canada,CAN
CAN_Textiles and Wearing Apparel,CAN_Textiles and Wearing Apparel,Manufacturing,True,,25247053.537768222,12327688.033313131,0.11593442802248416,0,USD,Canada,CAN
CAN_Wood and Paper,CAN_Wood and Paper,Manufacturing,True,,138730894.4885805,6041821.03832345,0.23080999612989472,0,USD,Canada,CAN
"CAN_Petroleum, Chemical and Non-Metallic Mineral Products","CAN_Petroleum, Chemical and Non-Metallic Mineral Products",Utility,True,,182976712.30001438,29119902.18849923,0.24681929661668667,0,USD,Canada,CAN
CAN_Metal Products,CAN_Metal Products,Manufacturing,True,,99624958.81798315,3922307.7925718213,0.2275004525676151,0,USD,Canada,CAN
CAN_Electrical and Machinery,CAN_Electrical and Machinery,Utility,True,,148370577.5754368,65065592.72960334,0.25730401764386107,0,USD,Canada,CAN
CAN_Transport Equipment,CAN_Transport Equipment,Utility,True,,145256342.97621772,87611248.38829783,0.12509622054303465,0,USD,Canada,CAN
CAN_Other Manufacturing,CAN_Other Manufacturing,Manufacturing,True,,40415567.11713736,25731056.001019135,0.10099984434664472,0,USD,Canada,CAN
CAN_Recycling,CAN_Recycling,Utility,True,,13151917.97910151,7253168.672770318,0.1706265279257103,0,USD,Canada,CAN
"CAN_Electricity, Gas and Water","CAN_Electricity, Gas and Water",Utility,True,,37881726.76625377,11264468.019840892,0.01885899442266804,0,USD,Canada,CAN
CAN_Construction,CAN_Construction,construction,True,,239719756.6273478,207841214.45271114,0.013229507561937297,0,USD,Canada,CAN
CAN_Maintenance and Repair,CAN_Maintenance and Repair,construction,True,,6447419.877843473,3726426.028177811,0.004169648769528525,0,USD,Canada,CAN
CAN_Wholesale Trade,CAN_Wholesale Trade,Trade,True,,83100091.33491221,48029500.39835926,0.004169650485406443,0,USD,Canada,CAN
CAN_Retail Trade,CAN_Retail Trade,Trade,True,,184826016.2795164,106824210.82255295,0.004169649946411004,0,USD,Canada,CAN
CAN_Hotels and Restraurants,CAN_Hotels and Restraurants,Service,True,,80854110.04122557,62824953.64924151,0.00843914008684077,0,USD,Canada,CAN
CAN_Transport,CAN_Transport,construction,True,,290608581.65897506,179261867.3451854,0.004775036174816022,0,USD,Canada,CAN
CAN_Post and Telecommunications,CAN_Post and Telecommunications,Service,True,,50000307.71502417,13011616.979487102,0.007878356823774697,0,USD,Canada,CAN
CAN_Finacial Intermediation and Business Activities,CAN_Finacial Intermediation and Business Activities,Service,True,,610522754.4440944,237775792.7701627,0.017650277409789,0,USD,Canada,CAN
CAN_Public Administration,CAN_Public Administration,Service,True,,222869285.20220673,194440178.15166354,0.0001662573672475258,0,USD,Canada,CAN
"CAN_Education, Health and Other Services","CAN_Education, Health and Other Services",Service,True,,247967009.46561706,191856576.88628295,0.0011957546681467944,0,USD,Canada,CAN
CAN_Private Households,CAN_Private Households,Service,True,,9066.957415089615,9044.691478780907,0.0022391468796919126,0,USD,Canada,CAN
CAN_Others,CAN_Others,Service,True,,2602220.2112317984,2595829.8939094846,0.0022391411762902325,0,USD,Canada,CAN
CAN_Re-export & Re-import,CAN_Re-export & Re-import,Import,True,,29611258.014029592,8606557.49075465,0.7087373959976151,0,USD,Canada,CAN
CPV_Agriculture,CPV_Agriculture,Agriculture,True,,133334.79430482452,9021.709612566598,0.11271708596856972,0,USD,Cape Verde,CPV
CPV_Fishing,CPV_Fishing,Agriculture,True,,13903.962094930463,752.2380568227119,0.4571623113404002,0,USD,Cape Verde,CPV
CPV_Mining and Quarrying,CPV_Mining and Quarrying,Mining,True,,52965.81354944541,734.6992038158905,0.11089314072644685,0,USD,Cape Verde,CPV
CPV_Food & Beverages,CPV_Food & Beverages,Agriculture,True,,129271.8812175564,48303.29134976869,0.21413955554031433,0,USD,Cape Verde,CPV
CPV_Textiles and Wearing Apparel,CPV_Textiles and Wearing Apparel,Manufacturing,True,,38002.122276603215,7550.083960379724,0.5103016717348681,0,USD,Cape Verde,CPV
CPV_Wood and Paper,CPV_Wood and Paper,Manufacturing,True,,87825.3372391547,3167.8969251161834,0.11961406417867958,0,USD,Cape Verde,CPV
"CPV_Petroleum, Chemical and Non-Metallic Mineral Products","CPV_Petroleum, Chemical and Non-Metallic Mineral Products",Utility,True,,190710.4704094825,17815.186125327637,0.09806666392253187,0,USD,Cape Verde,CPV
CPV_Metal Products,CPV_Metal Products,Manufacturing,True,,89793.14941695344,1826.017639793161,0.12087755447534312,0,USD,Cape Verde,CPV
CPV_Electrical and Machinery,CPV_Electrical and Machinery,Utility,True,,228131.82727738365,66582.8621596324,0.256090338941247,0,USD,Cape Verde,CPV
CPV_Transport Equipment,CPV_Transport Equipment,Utility,True,,89023.63708577969,26347.481429087788,0.2440394691778132,0,USD,Cape Verde,CPV
CPV_Other Manufacturing,CPV_Other Manufacturing,Manufacturing,True,,32757.779065086055,5944.076997241748,0.2446958782192758,0,USD,Cape Verde,CPV
CPV_Recycling,CPV_Recycling,Utility,True,,12034.249234252235,2816.1115765402137,0.47396398077560886,0,USD,Cape Verde,CPV
"CPV_Electricity, Gas and Water","CPV_Electricity, Gas and Water",Utility,True,,83987.83903322439,15089.249144417907,0.13690899947143234,0,USD,Cape Verde,CPV
CPV_Construction,CPV_Construction,construction,True,,258552.23211597343,140691.21542207873,0.21488953401482644,0,USD,Cape Verde,CPV
CPV_Maintenance and Repair,CPV_Maintenance and Repair,construction,True,,23352.039944950764,5009.615041127508,0.7036574627552481,0,USD,Cape Verde,CPV
CPV_Wholesale Trade,CPV_Wholesale Trade,Trade,True,,189979.73576207215,40893.37872839327,0.24795042932722489,0,USD,Cape Verde,CPV
CPV_Retail Trade,CPV_Retail Trade,Trade,True,,144578.73458441635,69324.40121084434,0.3811220793428583,0,USD,Cape Verde,CPV
CPV_Hotels and Restraurants,CPV_Hotels and Restraurants,Service,True,,129216.4101831173,60227.36959183794,0.30749793479768517,0,USD,Cape Verde,CPV
CPV_Transport,CPV_Transport,construction,True,,209038.2035195515,25167.6492979969,0.16322798970267435,0,USD,Cape Verde,CPV
CPV_Post and Telecommunications,CPV_Post and Telecommunications,Service,True,,189146.1149147588,27334.06659208637,0.1747388824643127,0,USD,Cape Verde,CPV
CPV_Finacial Intermediation and Business Activities,CPV_Finacial Intermediation and Business Activities,Service,True,,807148.6462201878,204931.47257646607,0.05901914222591159,0,USD,Cape Verde,CPV
CPV_Public Administration,CPV_Public Administration,Service,True,,253981.84264573193,196341.50781561693,0.21606930767354626,0,USD,Cape Verde,CPV
"CPV_Education, Health and Other Services","CPV_Education, Health and Other Services",Service,True,,337516.2370954688,227930.50467162198,0.17900126790272733,0,USD,Cape Verde,CPV
CPV_Private Households,CPV_Private Households,Service,True,,20271.949993668648,4680.731027090702,0.7636798096094883,0,USD,Cape Verde,CPV
CPV_Others,CPV_Others,Service,True,,15599.909533070886,2061.8741901271237,0.3418433082985951,0,USD,Cape Verde,CPV
CPV_Re-export & Re-import,CPV_Re-export & Re-import,Import,True,,16041.96378520272,2838.1484611978776,0.8225034052985245,0,USD,Cape Verde,CPV
CYM_Agriculture,CYM_Agriculture,Agriculture,True,,85278.01926479362,23344.27497775221,0.409682550512346,0,USD,Cayman Islands,CYM
CYM_Fishing,CYM_Fishing,Agriculture,True,,25126.816214463484,1730.9912042624042,0.834191615403934,0,USD,Cayman Islands,CYM
CYM_Mining and Quarrying,CYM_Mining and Quarrying,Mining,True,,93047.63771834415,4305.618188802776,0.6439366119095917,0,USD,Cayman Islands,CYM
CYM_Food & Beverages,CYM_Food & Beverages,Agriculture,True,,189916.39135911365,110933.62379515266,0.3372185205165432,0,USD,Cayman Islands,CYM
CYM_Textiles and Wearing Apparel,CYM_Textiles and Wearing Apparel,Manufacturing,True,,52550.81405579318,19636.97559794648,0.5487851418862555,0,USD,Cayman Islands,CYM
CYM_Wood and Paper,CYM_Wood and Paper,Manufacturing,True,,84609.26000323305,13319.967466548958,0.42244791537378446,0,USD,Cayman Islands,CYM
"CYM_Petroleum, Chemical and Non-Metallic Mineral Products","CYM_Petroleum, Chemical and Non-Metallic Mineral Products",Utility,True,,221989.1613098952,56161.14174761562,0.42132698320668016,0,USD,Cayman Islands,CYM
CYM_Metal Products,CYM_Metal Products,Manufacturing,True,,91979.10682629971,8049.662793868901,0.5069870154153008,0,USD,Cayman Islands,CYM
CYM_Electrical and Machinery,CYM_Electrical and Machinery,Utility,True,,274292.18328260514,130505.53270526939,0.30999995324959045,0,USD,Cayman Islands,CYM
CYM_Transport Equipment,CYM_Transport Equipment,Utility,True,,348410.18350756937,232203.92788143476,0.32896032049718943,0,USD,Cayman Islands,CYM
CYM_Other Manufacturing,CYM_Other Manufacturing,Manufacturing,True,,72057.92510737714,18499.134906201383,0.6458823996364412,0,USD,Cayman Islands,CYM
CYM_Recycling,CYM_Recycling,Utility,True,,34500.352446579076,9361.888492687782,0.7170947115163291,0,USD,Cayman Islands,CYM
"CYM_Electricity, Gas and Water","CYM_Electricity, Gas and Water",Utility,True,,235220.53518724995,62066.87974902605,0.14617538094134336,0,USD,Cayman Islands,CYM
CYM_Construction,CYM_Construction,construction,True,,468408.39989282715,307823.32451929076,0.23659194347046794,0,USD,Cayman Islands,CYM
CYM_Maintenance and Repair,CYM_Maintenance and Repair,construction,True,,72995.8555506359,11167.033076319756,0.8123997175316282,0,USD,Cayman Islands,CYM
CYM_Wholesale Trade,CYM_Wholesale Trade,Trade,True,,592084.8240508236,190389.43925473784,0.3724663868046644,0,USD,Cayman Islands,CYM
CYM_Retail Trade,CYM_Retail Trade,Trade,True,,322477.46208232193,200691.2859922008,0.29971491398505234,0,USD,Cayman Islands,CYM
CYM_Hotels and Restraurants,CYM_Hotels and Restraurants,Service,True,,472418.49104948196,272331.83889756806,0.4016799474261857,0,USD,Cayman Islands,CYM
CYM_Transport,CYM_Transport,construction,True,,592156.7421265318,62338.54655809443,0.7972059911285521,0,USD,Cayman Islands,CYM
CYM_Post and Telecommunications,CYM_Post and Telecommunications,Service,True,,348595.0324152682,97945.17240087295,0.4049082436299626,0,USD,Cayman Islands,CYM
CYM_Finacial Intermediation and Business Activities,CYM_Finacial Intermediation and Business Activities,Service,True,,2764444.698465132,1223294.1321682949,0.03790160418365925,0,USD,Cayman Islands,CYM
CYM_Public Administration,CYM_Public Administration,Service,True,,779952.91103226,618108.1266189622,0.20139312345716862,0,USD,Cayman Islands,CYM
"CYM_Education, Health and Other Services","CYM_Education, Health and Other Services",Service,True,,1139556.6889865093,862830.7138598392,0.1852513926853616,0,USD,Cayman Islands,CYM
CYM_Private Households,CYM_Private Households,Service,True,,67478.56346818127,10803.352864144043,0.8381440256920394,0,USD,Cayman Islands,CYM
CYM_Others,CYM_Others,Service,True,,36080.33852561966,6074.940618496585,0.6218625476917625,0,USD,Cayman Islands,CYM
CYM_Re-export & Re-import,CYM_Re-export & Re-import,Import,True,,46429.30100533362,4913.166064406028,0.8940653048073886,0,USD,Cayman Islands,CYM
CAF_Agriculture,CAF_Agriculture,Agriculture,True,,449226.5060485167,225056.8044834503,0.23062974018696117,0,USD,Central African Republic,CAF
CAF_Fishing,CAF_Fishing,Agriculture,True,,21098.571228236357,4602.148380525665,0.3594401201708598,0,USD,Central African Republic,CAF
CAF_Mining and Quarrying,CAF_Mining and Quarrying,Mining,True,,39314.63670366024,2335.066322875716,0.31623050484978593,0,USD,Central African Republic,CAF
CAF_Food & Beverages,CAF_Food & Beverages,Agriculture,True,,141744.66344657703,92915.99875941608,0.03096888759283409,0,USD,Central African Republic,CAF
CAF_Textiles and Wearing Apparel,CAF_Textiles and Wearing Apparel,Manufacturing,True,,25485.882488812284,10445.6172723228,0.11085400722261259,0,USD,Central African Republic,CAF
CAF_Wood and Paper,CAF_Wood and Paper,Manufacturing,True,,81024.78714004629,10287.41360875178,0.12844201790133877,0,USD,Central African Republic,CAF
"CAF_Petroleum, Chemical and Non-Metallic Mineral Products","CAF_Petroleum, Chemical and Non-Metallic Mineral Products",Utility,True,,178570.9323972051,46322.690094733945,0.03319287898596316,0,USD,Central African Republic,CAF
CAF_Metal Products,CAF_Metal Products,Manufacturing,True,,75655.51279916124,4716.520335683568,0.06216085979037468,0,USD,Central African Republic,CAF
CAF_Electrical and Machinery,CAF_Electrical and Machinery,Utility,True,,200679.81059881236,94962.3165990689,0.03259726895906404,0,USD,Central African Republic,CAF
CAF_Transport Equipment,CAF_Transport Equipment,Utility,True,,86380.97807087269,48109.745959554755,0.04011442607740297,0,USD,Central African Republic,CAF
CAF_Other Manufacturing,CAF_Other Manufacturing,Manufacturing,True,,33777.75672633223,12804.534659409946,0.13087573741911682,0,USD,Central African Republic,CAF
CAF_Recycling,CAF_Recycling,Utility,True,,9686.840112384649,4509.083762235309,0.2301631979451006,0,USD,Central African Republic,CAF
"CAF_Electricity, Gas and Water","CAF_Electricity, Gas and Water",Utility,True,,70814.91380596417,22349.653571858347,0.032616355086368384,0,USD,Central African Republic,CAF
CAF_Construction,CAF_Construction,construction,True,,196672.64248111346,137396.14768807343,0.03608192223644767,0,USD,Central African Republic,CAF
CAF_Maintenance and Repair,CAF_Maintenance and Repair,construction,True,,13273.953367401959,5189.12686611923,0.4428156765803965,0,USD,Central African Republic,CAF
CAF_Wholesale Trade,CAF_Wholesale Trade,Trade,True,,182901.68857115292,91463.67695750309,0.04411644358062214,0,USD,Central African Republic,CAF
CAF_Retail Trade,CAF_Retail Trade,Trade,True,,168247.3039836401,144058.052761938,0.03881429174839612,0,USD,Central African Republic,CAF
CAF_Hotels and Restraurants,CAF_Hotels and Restraurants,Service,True,,124132.71963864246,94710.8284231159,0.05691787764333406,0,USD,Central African Republic,CAF
CAF_Transport,CAF_Transport,construction,True,,120755.11769148524,27241.42892416741,0.05968433624263747,0,USD,Central African Republic,CAF
CAF_Post and Telecommunications,CAF_Post and Telecommunications,Service,True,,107208.09449783614,34796.82571321147,0.0499535724863819,0,USD,Central African Republic,CAF
CAF_Finacial Intermediation and Business Activities,CAF_Finacial Intermediation and Business Activities,Service,True,,645051.2794167463,226647.1936322444,0.003057556948473731,0,USD,Central African Republic,CAF
CAF_Public Administration,CAF_Public Administration,Service,True,,180150.8334472244,171279.5036021148,0.034895678065520526,0,USD,Central African Republic,CAF
"CAF_Education, Health and Other Services","CAF_Education, Health and Other Services",Service,True,,292743.0855165057,248921.38247040933,0.020323251787823033,0,USD,Central African Republic,CAF
CAF_Private Households,CAF_Private Households,Service,True,,9954.96773687825,4305.833297359744,0.5518890966934832,0,USD,Central African Republic,CAF
CAF_Others,CAF_Others,Service,True,,12140.24843632669,3052.8578889628475,0.1350488943420585,0,USD,Central African Republic,CAF
CAF_Re-export & Re-import,CAF_Re-export & Re-import,Import,True,,6812.433365104514,1349.7053837369444,0.8005290825745793,0,USD,Central African Republic,CAF
TCD_Agriculture,TCD_Agriculture,Agriculture,True,,3232225.2426248323,1300475.7282091456,0.5090942374793783,0,USD,Chad,TCD
TCD_Fishing,TCD_Fishing,Agriculture,True,,86592.6512770791,50044.22996268582,0.2304801939893505,0,USD,Chad,TCD
TCD_Mining and Quarrying,TCD_Mining and Quarrying,Mining,True,,298777.2648323441,92899.21557590495,0.19185365177837235,0,USD,Chad,TCD
TCD_Food & Beverages,TCD_Food & Beverages,Agriculture,True,,587342.0493747834,319074.1910941534,0.02153101058248991,0,USD,Chad,TCD
TCD_Textiles and Wearing Apparel,TCD_Textiles and Wearing Apparel,Manufacturing,True,,128395.91778254506,50412.090580976095,0.052287651488572465,0,USD,Chad,TCD
TCD_Wood and Paper,TCD_Wood and Paper,Manufacturing,True,,391983.6661881636,37608.56663204935,0.019031048483874716,0,USD,Chad,TCD
"TCD_Petroleum, Chemical and Non-Metallic Mineral Products","TCD_Petroleum, Chemical and Non-Metallic Mineral Products",Utility,True,,998256.3728003019,172968.9425274468,0.014268223856060667,0,USD,Chad,TCD
TCD_Metal Products,TCD_Metal Products,Manufacturing,True,,414678.3793536565,26920.800680219098,0.022094151587355143,0,USD,Chad,TCD
TCD_Electrical and Machinery,TCD_Electrical and Machinery,Utility,True,,1081674.1869413462,376444.927400065,0.017738680346565297,0,USD,Chad,TCD
TCD_Transport Equipment,TCD_Transport Equipment,Utility,True,,502240.55333776155,246758.81935189065,0.02858991570960303,0,USD,Chad,TCD
TCD_Other Manufacturing,TCD_Other Manufacturing,Manufacturing,True,,162446.37261152876,57250.29832863874,0.04509288059270912,0,USD,Chad,TCD
TCD_Recycling,TCD_Recycling,Utility,True,,48385.17933102724,30853.981698531526,0.10363055689410836,0,USD,Chad,TCD
"TCD_Electricity, Gas and Water","TCD_Electricity, Gas and Water",Utility,True,,1400164.257530046,1181644.6212426221,0.011375036115777238,0,USD,Chad,TCD
TCD_Construction,TCD_Construction,construction,True,,1081069.2623574778,777466.8212609,0.05577078511611565,0,USD,Chad,TCD
TCD_Maintenance and Repair,TCD_Maintenance and Repair,construction,True,,80083.65423615921,28842.70601568404,0.545577347677368,0,USD,Chad,TCD
TCD_Wholesale Trade,TCD_Wholesale Trade,Trade,True,,1117073.1357801405,469288.73799252225,0.05156448941670301,0,USD,Chad,TCD
TCD_Retail Trade,TCD_Retail Trade,Trade,True,,927453.8014193326,695058.2743788195,0.060755994373281955,0,USD,Chad,TCD
TCD_Hotels and Restraurants,TCD_Hotels and Restraurants,Service,True,,695250.7716074393,458084.0431327792,0.07000540426892644,0,USD,Chad,TCD
TCD_Transport,TCD_Transport,construction,True,,848458.3787032878,270914.83364086587,0.07893189488537487,0,USD,Chad,TCD
TCD_Post and Telecommunications,TCD_Post and Telecommunications,Service,True,,813489.5573353854,350273.46948553086,0.078025273929468,0,USD,Chad,TCD
